S000003865	DOID:332	HGNC:11179	15488469
S000001596	DOID:162	HGNC:3650	18443037
S000001079	DOID:0014667	HGNC:406	8621661
S000002862	DOID:162	HGNC:4693	26354769
S000004542	DOID:162	HGNC:19894	26354769
S000004578	DOID:0050730	HGNC:28722	25152161
S000006162	DOID:10584	HGNC:10274	18376416
S000004241	DOID:700		20042463
S000005441	DOID:8712	HGNC:7765	2121371
S000005324	DOID:0050730	HGNC:25223	17332895
S000001311	DOID:0050570	HGNC:25812	20637498
S000003472	DOID:2747	HGNC:8877	7825568
S000000458	DOID:14789	HGNC:23068	14597397
S000004012	DOID:0060479		23792098
S000005762	DOID:162	HGNC:2861	26354769
S000005441	DOID:8712	HGNC:7765	2121369
S000002278	DOID:12705	HGNC:3951	17027502
S000000344	DOID:8712	HGNC:7765	2121369
S000003595	DOID:0050756	HGNC:2074	14660799
S000004181	DOID:906	HGNC:8855	9480815
S000002998	DOID:162	HGNC:10333	26354769
S000002283	DOID:0050526	HGNC:4912	22961002
S000000970	DOID:8955	HGNC:17341	25193871
S000000223	DOID:9870	HGNC:4116	22613355
S000007324	DOID:3687	HGNC:7490	12524521
S000004589	DOID:705	HGNC:7459	17320357
S000005324	DOID:4752	HGNC:25223	23758206
S000000973	DOID:0050427	HGNC:3434	7629061
S000006148	DOID:0050570	HGNC:20266	10359825
S000000935	DOID:162	HGNC:9281	26354769
S000001876	DOID:0014667	HGNC:2898	21930696
S000000788	DOID:162	HGNC:24969	23716719
S000003307	DOID:162	HGNC:25512	26354769
S000000037	DOID:10629	HGNC:4837	11827457
S000004775	DOID:0080108	HGNC:13345	22481384
S000005528	DOID:0050570	HGNC:23157	10914684
S000003509	DOID:162	HGNC:29932	26354769
S000002678	DOID:1838	HGNC:869	18752978
S000003256	DOID:162	HGNC:26053	26354769
S000004065	DOID:14789	HGNC:10298	26290468
S000004775	DOID:0080108	HGNC:13345	18817903
S000002812	DOID:162	HGNC:9194	26354769
S000003135	DOID:0050429	HGNC:13211	11741891
S000005844	DOID:14501	HGNC:29567	24269233
S000002678	DOID:12377	HGNC:869	20170900
S000006038	DOID:162	HGNC:5387	26354769
S000000784	DOID:162	HGNC:8907	26354769
S000004821	DOID:162	HGNC:7530	26354769
S000006228	DOID:700	HGNC:12843	10930580
S000004022	DOID:3119	HGNC:11099	18316726
S000000233	DOID:162	HGNC:1801	26354769
S000003087	DOID:0050730	HGNC:16812	18319072
S000002222	DOID:162	HGNC:12485	26354769
S000001516	DOID:162	HGNC:29029	26354769
S000005324	DOID:0050730	HGNC:25223	17374725
S000000855	DOID:700	HGNC:10989	17273968
S000000827	DOID:10579	HGNC:3267	23335982
S000000914	DOID:162	HGNC:17259	26354769
S000004227	DOID:13382	HGNC:10938	10074490
S000001496	DOID:162	HGNC:707	26354769
S000001345	DOID:162	HGNC:25686	26354769
S000003487	DOID:3204	HGNC:20233	24763291
S000005163	DOID:0050570	HGNC:15672	15945070
S000003690	DOID:14330	HGNC:13487	24740878
S000005656	DOID:0050720	HGNC:10985	25818551
S000004191	DOID:0050730	HGNC:25302	19375058
S000002678	DOID:893	HGNC:870	9261163
S000005199	DOID:0050759	HGNC:13164	21232131
S000000344	DOID:8712	HGNC:7765	2121371
S000001877	DOID:162	HGNC:19980	26354769
S000002678	DOID:893	HGNC:870	15963506
S000005857	DOID:1442	HGNC:9179	25914719
S000000314	DOID:5212	HGNC:18294	24157261
S000003964	DOID:0050773	HGNC:10681	19261679
S000004396	DOID:0050585	HGNC:15832	24434579
S000005528	DOID:0050570	HGNC:23157	10359825
S000002200	DOID:9351	HGNC:14929	24349441
S000001340	DOID:9252	HGNC:11572	25416776
S000002974	DOID:0050429	HGNC:13211	15610533
S000005005	DOID:162	HGNC:7867	26196125
S000006286	DOID:162	HGNC:30551	26354769
S000005857	DOID:1442	HGNC:9179	24398692
S000004695	DOID:0050977	HGNC:315	20208537
S000000737	DOID:2750	HGNC:4180	8463281
S000005568	DOID:1289	HGNC:16476	25042851
S000007348	DOID:0050757	HGNC:11817	11956200
S000002918	DOID:162	HGNC:12502	26354769
S000003595	DOID:0050756	HGNC:2074	10749980
S000004802	DOID:2717	HGNC:13884	9671747
S000005752	DOID:699	HGNC:29882	24573684
S000003084	DOID:1909	HGNC:1723	25788131
S000002678	DOID:1838	HGNC:869	11373292
S000000896	DOID:162	HGNC:9540	26354769
S000001247	DOID:1485	HGNC:18967	15215312
S000007348	DOID:0050757	HGNC:11817	11489896
S000003110	DOID:10112	HGNC:8959	10954751
S000005593	DOID:0050570	HGNC:23161	15235028
S000006344	DOID:0050476	HGNC:11577	12930833
S000004931	DOID:162	HGNC:9530	26354769
S000003034	DOID:0050958	HGNC:10560	15932941
S000000325	DOID:0110164	HGNC:4162	24743154
S000003387	DOID:9263	HGNC:214	8528202
S000002493	DOID:162	HGNC:18277	26354769
S000000116	DOID:162	HGNC:18276	26354769
S000006158	DOID:10579	HGNC:3266	23335982
S000004526	DOID:3911	HGNC:26220	23657261
S000003878	DOID:3911	HGNC:12877	22718200
S000004430	DOID:1415	HGNC:8091	23076989
S000001717	DOID:3146	HGNC:5213	23308274
S000004534	DOID:162	HGNC:11327	26354769
S000001538	DOID:700	HGNC:25891	25203508
S000000688	DOID:162	HGNC:7326	29654124
S000005707	DOID:9169	HGNC:12731	19817875
S000005707	DOID:9169	HGNC:12731	16488394
S000003633	DOID:162	HGNC:9640	26354769
S000006225	DOID:1852	HGNC:10983	24586645
S000001015	DOID:162	HGNC:14124	23716719
S000006344	DOID:0050476	HGNC:11577	15304507
S000003387	DOID:9263	HGNC:1550	8022826
S000006068	DOID:10588	HGNC:61	21145416
S000003261	DOID:898	HGNC:4236	8575761
S000002352	DOID:5212	HGNC:21042	25066056
S000004241	DOID:700	HGNC:7224	20042463
S000000344	DOID:8712	HGNC:17397	8264648
S000005472	DOID:3369	HGNC:16858	14521938
S000001133	DOID:0060275	HGNC:21406	22569581
S000005669	DOID:162	HGNC:17358	26354769
S000003767	DOID:10579	HGNC:3265	23335982
S000002200	DOID:10283	HGNC:14929	24349441
S000002278	DOID:12705	HGNC:3951	9241271
S000004065	DOID:12849	HGNC:10298	16940977
S000002278	DOID:2351	HGNC:3999	15130665
S000005862	DOID:10223	HGNC:20	7761427
S000004695	DOID:2476	HGNC:11237	14623864
S000002277	DOID:8955	HGNC:26054	27476175
S000002200	DOID:14330	HGNC:14929	24349441
S000005269	DOID:0110184	HGNC:16873	17572665
S000004089	DOID:0050729	HGNC:21396	18606822
S000006041	DOID:1612	HGNC:1034	10604474
S000003595	DOID:0050756	HGNC:2074	9618513
S000000223	DOID:9870	HGNC:4116	18188677
S000003407	DOID:162	HGNC:11279	26354769
S000001864	DOID:2977	HGNC:341	18782763
S000001631	DOID:3652	HGNC:10680	7550341
S000001207	DOID:2717	HGNC:1058	12826610
S000002616	DOID:162	HGNC:8994	26354769
S000002364	DOID:162	HGNC:4982	26354769
S000003417	DOID:162	HGNC:12840	26354769
S000004295	DOID:1891	HGNC:118	25351951
S000003387	DOID:9263	HGNC:1550	22267502
S000003048	DOID:700	HGNC:21606	22628558
S000001207	DOID:5688	HGNC:12791	15282207
S000005656	DOID:0050720	HGNC:10985	24721342
S000001671	DOID:10588	HGNC:61	21145416
S000006317	DOID:162	HGNC:1769	26354769
S000005490	DOID:0060879	HGNC:28880	19717468
S000000752	DOID:162	HGNC:7819	26354769
S000005163	DOID:0050570	HGNC:15672	15148656
S000005648	DOID:332	HGNC:8881	24920614
S000000819	DOID:0050977	HGNC:315	20208537
S000000973	DOID:2960	HGNC:3434	7629061
S000000206	DOID:162	HGNC:20603	26354769
S000001518	DOID:162	HGNC:12527	26354769
S000004430	DOID:1415	HGNC:8091	8281144
S000006225	DOID:1852	HGNC:10983	23053473
S000002644	DOID:162	HGNC:30324	26354769
S000002827	DOID:0050427	HGNC:9181	11743006
S000004818	DOID:2747	HGNC:8877	7825568
S000002203	DOID:162	HGNC:24671	26354769
S000004771	DOID:12858	HGNC:14884	14657499
S000000819	DOID:2476	HGNC:315	14623864
S000005857	DOID:3911	HGNC:9179	24398692
S000000331	DOID:14219	HGNC:853	18368028
S000005528	DOID:0050570	HGNC:23157	10924277
S000003205	DOID:0050563	HGNC:19261	12011058
S000005675	DOID:162	HGNC:30596	26354769
S000004802	DOID:5688	HGNC:12791	9671747
S000000126	DOID:12558	HGNC:10990	16438935
S000002678	DOID:1838	HGNC:869	9452509
S000000364	DOID:162	HGNC:1722	26354769
S000002306	DOID:162	HGNC:9557	26354769
S000000391	DOID:0050571	HGNC:30760	23569283
S000000265	DOID:0050776	HGNC:13254	26310293
S000002278	DOID:12705	HGNC:3951	15282205
S000005943	DOID:13636	HGNC:3436	29660012
S000004295	DOID:1289	HGNC:118	25351951
S000000178	DOID:5212	HGNC:23056	10581255
S000000605	DOID:162	HGNC:8896	26354769
S000005450	DOID:2394	HGNC:7325	26381082
S000001507	DOID:162	HGNC:18170	26354769
S000002782	DOID:0014667	HGNC:31675	24206186
S000002278	DOID:12705		17027502
S000004860	DOID:14501	HGNC:29567	24269233
S000002783	DOID:0080111	HGNC:1020	20472482
S000004374	DOID:0050857	HGNC:17095	23541342
S000000314	DOID:0050570	HGNC:18294	14709599
S000004374	DOID:700	HGNC:17095	25261707
S000006074	DOID:1612	HGNC:16627	15649950
S000003766	DOID:162	HGNC:9176	26354769
S000005450	DOID:1612	HGNC:7325	26381082
S000005269	DOID:0110184		17572665
S000004396	DOID:0050585	HGNC:15832	18250201
S000001396	DOID:0060358	HGNC:29683	16165386
S000003809	DOID:4195	HGNC:2579	23910460
S000002927	DOID:12858	HGNC:3718	14657499
S000000313	DOID:162	HGNC:1442	26354769
S000003326	DOID:700	HGNC:21642	25261707
S000002457	DOID:0050884	HGNC:12009	24598263
S000002536	DOID:12858	HGNC:6528	16115810
S000002678	DOID:1838	HGNC:869	12572677
S000004241	DOID:0080121	HGNC:7224	16582910
S000004872	DOID:0050776	HGNC:19217	25404562
S000004396	DOID:0050585	HGNC:15832	18093937
S000003512	DOID:162	HGNC:30046	26354769
S000003487	DOID:1184	HGNC:20233	21540551
S000004295	DOID:331	HGNC:118	25351951
S000000671	DOID:1064	HGNC:2518	15885099
S000002284	DOID:0050881	HGNC:12666	22728077
S000000037	DOID:10629	HGNC:4837	17033964
S000002191	DOID:310	HGNC:25481	15509579
S000002200	DOID:10652	HGNC:14929	24349441
S000005313	DOID:0050570	HGNC:19358	12217961
S000004802	DOID:2717	HGNC:1058	16288211
S000005237	DOID:162	HGNC:16858	16099424
S000006328	DOID:1838	HGNC:11016	10974539
S000005857	DOID:574	HGNC:9179	24398692
S000004012	DOID:0060479	HGNC:19440	23792098
S000003499	DOID:543	HGNC:4193	15303002
S000004802	DOID:2717	HGNC:1058	10069810
S000000331	DOID:14219	HGNC:853	25164082
S000004542	DOID:1909	HGNC:19894	10582700
S000005927	DOID:14504	HGNC:7897	14970192
S000002278	DOID:162	HGNC:3951	26354769
S000000456	DOID:162	HGNC:3078	26354769
S000000265	DOID:0050776	HGNC:13254	25404562
S000004716	DOID:14501	HGNC:403	22633490
S000003135	DOID:0050429	HGNC:13211	15811312
S000005493	DOID:162	HGNC:9928	26354769
S000005796	DOID:14219	HGNC:866	18632794
S000000973	DOID:0050427	HGNC:3434	8413672
S000006056	DOID:699	HGNC:29882	24573684
S000000314	DOID:0050570	HGNC:18294	22966035
S000002504	DOID:0080199	HGNC:7329	10537275
S000000364	DOID:162	HGNC:1722	25541464
S000004615	DOID:0050570	HGNC:23406	17273964
S000000938	DOID:162	HGNC:4227	26354769
S000006225	DOID:9273	HGNC:10983	23053473
S000000222	DOID:9870	HGNC:12527	10799308
S000006237	DOID:0110162	HGNC:4816	22930593
S000002173	DOID:0050889	HGNC:4551	24220030
S000004777	DOID:9256	HGNC:7127	19863800
S000005857	DOID:12558	HGNC:9179	24398692
S000007324	DOID:3687		12524521
S000004526	DOID:162	HGNC:26220	23657261
S000000116	DOID:0050570	HGNC:30220	18313027
S000003899	DOID:162	HGNC:18423	23716719
S000004641	DOID:332	HGNC:1613	11027581
S000006225	DOID:4137	HGNC:10983	25216257
S000002783	DOID:0080111	HGNC:1020	17403714
S000005844	DOID:14501	HGNC:3569	22633490
S000001906	DOID:649	HGNC:12612	14559899
S000004775	DOID:0080108	HGNC:13345	20583302
S000001293	DOID:0060318	HGNC:9113	16501610
S000005626	DOID:3146	HGNC:1421	11162577
S000004065	DOID:0060807	HGNC:10298	26290468
S000004090	DOID:1701	HGNC:5215	12829805
S000002278	DOID:12705	HGNC:3951	11030757
S000003413	DOID:0050757	HGNC:11816	11489896
S000001055	DOID:0050781	HGNC:18704	24408909
S000002323	DOID:162	HGNC:6598	26354769
S000005450	DOID:162	HGNC:7325	29654124
S000003865	DOID:332	HGNC:11179	15069187
S000005800	DOID:1324	HGNC:20286	15870694
S000005324	DOID:0050730	HGNC:25223	25564041
S000001406	DOID:162	HGNC:16909	12386167
S000002678	DOID:893	HGNC:870	26004889
S000005961	DOID:700	HGNC:29685	25261707
S000002678	DOID:893	HGNC:870	14962673
S000002969	DOID:162	HGNC:13398	26354769
S000005409	DOID:12858	HGNC:4624	14657499
S000001628	DOID:162	HGNC:9548	26354769
S000006093	DOID:3762	HGNC:2260	10767350
S000002457	DOID:162	HGNC:12009	26354769
S000001079	DOID:0014667	HGNC:406	9700195
S000005952	DOID:0050453	HGNC:1774	25560765
S000005702	DOID:162	HGNC:3647	26354769
S000005450	DOID:3883	HGNC:7325	25302077
S000003716	DOID:0050768	HGNC:18802	19933271
S000005185	DOID:2861	HGNC:4057	14757426
S000003016	DOID:162	HGNC:9552	26354769
S000003413	DOID:0050757	HGNC:11816	11956200
S000004925	DOID:162	HGNC:6402	26354769
S000004775	DOID:3146	HGNC:13345	25475986
S000005237	DOID:3369	HGNC:16858	14521938
S000001672	DOID:162	HGNC:20292	26354769
S000006225	DOID:9273	HGNC:10982	14622413
S000002504	DOID:162	HGNC:7329	29654124
S000004860	DOID:14501	HGNC:3569	22633490
S000000314	DOID:0050570	HGNC:18294	14973778
S000002204	DOID:14504	HGNC:14537	16278452
